player,nation_stats_standard,squad,age_stats_standard,born_stats_standard,playing_time_90s_stats_standard,position_2_stats_standard,position_stats_standard,standard_gls_stats_shooting,standard_sh_stats_shooting,standard_sot_stats_shooting,standard_sot%_stats_shooting,standard_sh_90_stats_shooting,standard_sot_90_stats_shooting,total_cmp_stats_passing,total_att_stats_passing,total_cmp%_stats_passing,short_cmp_stats_passing,short_att_stats_passing,short_cmp%_stats_passing,medium_cmp_stats_passing,medium_att_stats_passing,medium_cmp%_stats_passing,long_cmp_stats_passing,long_att_stats_passing,long_cmp%_stats_passing,ast_stats_passing,1_3_stats_passing,ppa_stats_passing,prgp_stats_passing,pass_types_tb_stats_passing_types,pass_types_sw_stats_passing_types,pass_types_crs_stats_passing_types,outcomes_cmp_stats_passing_types,outcomes_blocks_stats_passing_types,sca_sca_stats_gca,gca_gca_stats_gca,tackles_tkl_stats_defense,tackles_tklw_stats_defense,tackles_def_3rd_stats_defense,tackles_mid_3rd_stats_defense,tackles_att_3rd_stats_defense,blocks_blocks_stats_defense,blocks_sh_stats_defense,blocks_pass_stats_defense,int_stats_defense,clr_stats_defense,err_stats_defense,touches_touches_stats_possession,touches_mid_3rd_stats_possession,touches_att_3rd_stats_possession,touches_att_pen_stats_possession,take_ons_att_stats_possession,take_ons_succ_stats_possession,take_ons_succ%_stats_possession,carries_carries_stats_possession,carries_prgc_stats_possession,carries_1_3_stats_possession,carries_cpa_stats_possession,carries_mis_stats_possession,carries_dis_stats_possession,receiving_rec_stats_possession,receiving_prgr_stats_possession,playing_time_90s_stats_playing_time,playing_time_mp_stats_playing_time,playing_time_min_stats_playing_time,performance_off_stats_misc,performance_crs_stats_misc,performance_int_stats_misc,performance_tklw_stats_misc,performance_recov_stats_misc,aerial_duels_won_stats_misc,aerial_duels_lost_stats_misc,aerial_duels_won%_stats_misc
Charlie Crew,WAL,Leeds United,18,2006,0.1,,Midfielder,0,1,1,100.0,18.00,18.00,5,6,83.3,4,4,100.0,1,1,100.0,0,1,0.0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,4,0,0,0,0,0,5,0,12.5,16,1123,0,0,0,0,1,0,0,0
Ante Crnac,CRO,Norwich City,20,2003,13.5,,Forward,4,19,10,52.6,1.40,0.74,195,267,73.0,112,128,87.5,68,96,70.8,9,13,69.2,1,8,5,16,1,2,6,195,15,29,4,16,12,9,4,3,11,1,10,1,8,1,387,172,164,47,24,13,54.2,210,22,13,15,29,18,255,50,6.1,12,546,7,6,1,12,35,14,15,48.3
Josh Cullen,IRL,Burnley,28,1996,15.4,,Midfielder,0,10,3,30.0,0.65,0.20,858,987,86.9,365,403,90.6,394,428,92.1,91,128,71.1,0,92,4,79,2,6,8,858,8,34,2,24,15,6,17,1,11,3,8,11,16,1,1088,670,183,12,10,8,80.0,524,4,16,1,12,10,785,18,0.7,4,60,0,8,11,15,86,14,14,50.0
Liam Cullen,WAL,Swansea City,25,1999,11.7,Midfielder,Forward,4,31,10,32.3,2.64,0.85,208,274,75.9,141,165,85.5,49,71,69.0,7,13,53.8,1,14,6,31,3,0,6,208,6,22,2,13,8,2,7,4,10,5,5,1,16,0,382,177,151,45,8,2,25.0,197,10,12,1,14,11,248,38,15.1,16,1362,0,6,1,8,29,21,34,38.2
Jamie Cumming,ENG,Oxford United,25,1999,18.0,,Goalkeeper,0,0,0,0,0.00,0.00,539,815,66.1,100,101,99.0,270,272,99.3,168,437,38.4,0,7,0,0,0,0,0,539,0,6,3,0,0,0,0,0,0,0,0,0,16,1,870,5,0,0,0,0,0,498,0,0,0,0,0,492,0,7.0,10,629,0,0,0,0,12,2,0,100.0
Jesper Daland,NOR,Cardiff City,24,2000,3.8,,Defender,0,0,0,0,0.00,0.00,168,188,89.4,66,70,94.3,88,93,94.6,12,20,60.0,0,9,0,9,0,0,0,168,1,1,0,4,3,2,2,0,5,2,3,3,16,0,221,95,7,2,2,2,100.0,126,3,1,0,3,1,144,1,16.0,17,1442,1,0,3,3,10,12,7,63.2
Owen Dale,ENG,Oxford United,26,1998,2.4,,Midfielder,0,2,0,0.0,0.84,0.00,45,65,69.2,23,29,79.3,16,24,66.7,4,8,50.0,0,0,5,6,0,1,6,45,2,5,0,1,1,0,1,0,1,0,1,2,5,0,92,35,47,6,4,1,25.0,60,7,3,2,6,6,59,16,2.0,2,179,1,6,2,1,10,1,7,12.5
Harry Darling,ENG,Swansea City,25,1999,18.7,,Defender,1,18,7,38.9,0.96,0.38,1089,1247,87.3,384,421,91.2,637,685,93.0,62,125,49.6,1,73,2,82,3,7,0,1089,4,14,2,16,8,8,7,1,21,16,5,12,90,0,1440,696,59,27,9,4,44.4,932,28,17,0,10,9,1034,3,11.0,12,991,4,0,12,8,68,40,30,57.1
Jay Dasilva,WAL,Coventry City,26,1998,8.8,,Defender,0,2,1,50.0,0.23,0.11,421,509,82.7,268,294,91.2,127,153,83.0,17,41,41.5,1,32,13,47,0,0,22,421,6,19,2,26,17,15,7,4,16,2,14,12,15,0,597,255,196,10,14,8,57.1,308,19,17,2,10,9,348,53,7.0,7,630,1,22,12,17,34,7,10,41.2
Adam Davies,WAL,Sheffield Utd,32,1992,2.0,,Goalkeeper,0,0,0,0,0.00,0.00,50,69,72.5,9,9,100.0,28,28,100.0,13,31,41.9,0,2,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,36,0,0,0,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0
Tom Davies,ENG,Sheffield Utd,26,1998,0.2,,Forward,1,1,1,100.0,5.00,5.00,13,13,100.0,8,8,100.0,5,5,100.0,0,0,0,0,0,1,1,0,0,0,13,0,3,2,1,0,0,0,1,0,0,0,0,0,0,16,5,10,1,1,1,100.0,7,0,0,0,1,0,8,2,0.1,2,6,0,0,0,0,1,0,1,0.0
James Debayo,ENG,Leeds United,19,2005,0.0,,Defender,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9,7,347,0,0,0,0,0,0,0,0
Tom Dele-Bashiru,NGA,Watford,25,1999,8.9,,Midfielder,2,9,2,22.2,1.01,0.23,401,434,92.4,224,234,95.7,143,156,91.7,17,21,81.0,0,28,3,32,0,0,3,401,6,16,1,10,8,7,2,1,11,4,7,8,8,0,522,323,83,8,15,5,33.3,266,3,4,0,9,5,379,9,3.0,4,271,0,3,8,8,40,4,3,57.1
Karamoko Dembélé,ENG,QPR,21,2003,8.5,Midfielder,Forward,1,15,4,26.7,1.77,0.47,200,288,69.4,112,127,88.2,67,100,67.0,15,46,32.6,3,23,15,33,2,2,46,200,4,37,3,7,5,2,2,3,2,1,1,4,4,0,374,166,175,17,24,14,58.3,204,18,15,3,22,15,258,56,0.7,6,61,3,46,4,5,34,6,8,42.9
Siriki Dembélé,CIV,Oxford United,28,1996,5.1,,Midfielder,0,12,0,0.0,2.37,0.00,85,114,74.6,52,61,85.2,22,33,66.7,3,5,60.0,0,8,1,7,1,2,7,85,4,13,1,12,6,4,3,5,9,0,9,4,3,0,199,86,85,22,22,4,18.2,129,20,6,12,16,12,140,29,5.0,5,450,3,7,4,6,22,2,8,20.0
Rav van den Berg,NED,Middlesbrough,20,2004,7.2,,Defender,0,1,0,0.0,0.14,0.00,388,417,93.0,160,169,94.7,193,206,93.7,31,35,88.6,0,34,2,34,2,2,1,388,1,3,0,5,3,3,2,0,5,3,2,7,29,0,475,252,21,4,1,0,0.0,256,0,3,0,5,0,342,2,2.1,13,188,0,1,7,3,23,17,10,63.0
Terry Devlin,NIR,Portsmouth,21,2003,6.4,Forward,Defender,0,2,0,0.0,0.31,0.00,149,253,58.9,58,75,77.3,71,120,59.2,17,44,38.6,0,17,4,19,1,0,5,149,6,7,0,9,7,7,2,0,5,2,3,20,27,0,342,158,68,2,6,2,33.3,104,2,3,0,11,3,97,5,1.8,3,165,1,5,20,7,29,29,16,64.4
Ousmane Diakité,MLI,West Brom,24,2000,1.1,Forward,Midfielder,0,0,0,0,0.00,0.00,44,53,83.0,21,25,84.0,22,25,88.0,0,1,0.0,0,2,0,4,0,0,0,44,1,1,0,9,6,1,7,1,5,1,4,1,5,0,74,40,13,1,1,0,0.0,35,2,1,0,0,2,41,3,14.6,18,1311,0,0,1,6,8,4,3,57.1
Grady Diangana,COD,West Brom,26,1998,5.9,Forward,Midfielder,0,7,1,14.3,1.19,0.17,176,219,80.4,98,116,84.5,66,80,82.5,8,11,72.7,0,18,7,28,3,0,3,176,8,10,2,12,8,8,2,2,7,0,7,3,4,0,302,153,122,16,17,6,35.3,183,11,10,2,21,13,237,38,2.4,8,220,1,3,3,8,24,5,12,29.4
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Robert Dickie,ENG,Bristol City,28,1996,7.7,,Defender,0,2,2,100.0,0.26,0.26,407,477,85.3,136,156,87.2,237,260,91.2,27,48,56.3,0,25,0,24,0,0,0,407,3,3,0,11,8,6,5,0,9,6,3,6,52,0,561,258,9,3,0,0,0,287,3,2,0,4,1,314,0,10.1,15,912,0,0,6,8,36,27,15,64.3
Seny Dieng,SEN,Middlesbrough,30,1994,16.0,,Goalkeeper,0,0,0,0,0.00,0.00,407,516,78.9,117,118,99.2,221,225,98.2,68,170,40.0,0,5,0,0,0,0,0,407,0,2,1,0,0,0,0,0,0,0,0,0,10,1,544,10,0,0,0,0,0,323,0,0,0,0,0,295,0,19.0,19,1710,0,0,0,0,34,3,0,100.0
Anfernee Dijksteel,SUR,Middlesbrough,28,1996,7.5,,Defender,1,1,1,100.0,0.13,0.13,363,438,82.9,206,230,89.6,133,155,85.8,18,31,58.1,1,23,9,33,1,4,8,363,10,16,2,31,22,12,15,4,6,3,3,7,27,0,534,255,136,14,17,9,52.9,256,16,13,5,9,3,320,22,14.5,15,1305,0,8,7,22,24,8,6,57.1
Jaden Dixon,ENG,Stoke City,17,2007,0.1,Defender,Forward,0,0,0,0,0.00,0.00,7,7,100.0,2,2,100.0,5,5,100.0,0,0,0,0,0,0,1,0,0,0,7,0,0,0,0,0,0,0,0,1,0,1,0,0,0,8,3,0,0,0,0,0,4,0,0,0,0,0,4,0,17.0,17,1530,0,0,0,0,0,0,2,0.0
Elijah Dixon-Bonner,ENG,QPR,23,2001,0.1,Forward,Midfielder,0,0,0,0,0.00,0.00,8,11,72.7,2,2,100.0,6,8,75.0,0,1,0.0,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,2,0,0,0,0,7,0,0,0,0,0,6,1,0,0,0,0,0,0,0,1,0,0,0
Ben Doak,SCO,Middlesbrough,19,2005,11.2,,Forward,1,21,9,42.9,1.87,0.80,311,400,77.8,191,218,87.6,101,129,78.3,13,22,59.1,5,7,24,33,1,1,34,311,18,61,10,15,10,5,9,1,5,0,5,3,10,0,534,125,379,87,63,30,47.6,363,91,29,58,21,10,421,165,8.2,12,738,9,34,3,10,38,2,4,33.3
Lewis Dobbin,ENG,West Brom,21,2003,3.3,Midfielder,Forward,0,3,0,0.0,0.90,0.00,60,79,75.9,41,50,82.0,14,18,77.8,3,5,60.0,0,4,2,9,0,0,4,60,3,5,0,6,3,4,2,0,3,0,3,2,3,0,135,55,68,13,24,8,33.3,81,10,7,4,8,12,93,21,9.7,14,872,1,4,2,3,13,0,9,0.0
Tyrhys Dolan,ENG,Blackburn,22,2001,12.9,Forward,Midfielder,2,21,8,38.1,1.63,0.62,290,387,74.9,163,192,84.9,87,117,74.4,18,36,50.0,2,17,7,36,2,2,16,290,13,38,7,23,14,8,12,3,10,0,10,6,14,0,542,238,232,39,42,19,45.2,337,35,25,12,26,24,376,92,1.0,2,91,10,16,6,14,71,4,7,36.4
Alfie Doughty,ENG,Luton Town,24,1999,13.0,Midfielder,Defender,0,10,2,20.0,0.77,0.15,482,757,63.7,191,214,89.3,160,220,72.7,121,283,42.8,4,37,28,46,1,10,183,482,19,77,6,38,23,19,14,5,17,1,16,21,24,1,918,304,397,16,24,5,20.8,369,38,24,7,22,13,401,64,0,0,0,3,183,21,23,78,12,7,63.2
Mamadou Doumbia,MLI,Watford,18,2006,0.3,Midfielder,Forward,0,0,0,0,0.00,0.00,4,10,40.0,2,4,50.0,2,2,100.0,0,1,0.0,0,1,0,1,0,0,0,4,1,1,0,1,0,1,0,0,2,0,2,0,0,0,18,11,6,0,2,0,0.0,5,0,0,0,2,0,11,4,19.0,19,1710,0,0,0,0,0,3,5,37.5
Oliver Dovin,SWE,Coventry City,22,2002,11.0,,Goalkeeper,0,0,0,0,0.00,0.00,308,366,84.2,78,78,100.0,173,177,97.7,55,109,50.5,0,4,0,0,0,2,0,308,0,0,0,0,0,0,0,0,0,0,0,0,5,0,389,2,0,0,1,1,100.0,223,0,0,0,0,0,222,0,0.1,1,5,0,0,0,0,16,3,0,100.0
Callum Doyle,ENG,Norwich City,21,2003,18.9,,Defender,1,7,4,57.1,0.37,0.21,1381,1632,84.6,545,594,91.8,713,789,90.4,106,196,54.1,5,97,16,97,4,12,23,1381,21,34,8,24,13,15,8,1,24,12,12,31,76,1,1842,854,152,12,21,13,61.9,1109,25,11,1,16,4,1338,38,13.5,17,1219,0,23,31,13,69,29,25,53.7
Andre Dozzell,ENG,Portsmouth,25,1999,9.5,,Midfielder,0,3,0,0.0,0.31,0.00,263,326,80.7,143,156,91.7,93,114,81.6,21,42,50.0,0,20,6,28,0,0,18,263,4,18,2,19,13,6,11,2,12,4,8,8,13,0,394,232,84,5,1,1,100.0,160,2,3,0,4,2,204,5,0,0,0,0,18,8,13,37,8,10,44.4
Cody Drameh,ENG,Hull City,23,2001,12.3,,Defender,1,12,1,8.3,0.97,0.08,778,922,84.4,364,407,89.4,351,403,87.1,53,86,61.6,0,61,10,71,0,8,15,778,10,23,1,52,36,32,12,8,16,4,12,18,32,0,1108,460,218,19,32,14,43.8,622,39,18,7,22,10,722,36,15.4,17,1384,2,15,18,36,58,11,22,33.3
Amario Duberry,ENG,Blackburn,19,2005,1.1,,Forward,0,4,2,50.0,3.67,1.84,42,51,82.4,29,32,90.6,10,11,90.9,3,4,75.0,0,1,1,6,0,0,4,42,2,6,0,2,2,1,0,1,0,0,0,0,1,0,64,26,30,5,6,5,83.3,43,9,2,2,4,3,45,9,11.7,16,1055,0,4,0,2,12,0,0,0
Shane Duffy,IRL,Norwich City,32,1992,19.0,,Defender,2,15,5,33.3,0.79,0.26,1414,1571,90.0,565,591,95.6,745,794,93.8,90,154,58.4,0,32,4,53,0,13,2,1414,8,16,3,14,8,11,3,0,24,19,5,11,93,2,1755,672,43,21,5,2,40.0,1023,8,4,0,6,3,1320,2,18.0,18,1620,4,2,11,8,62,54,28,65.9
Jimmy Dunne,IRL,QPR,27,1997,19.0,,Defender,2,28,9,32.1,1.47,0.47,751,1007,74.6,309,368,84.0,362,442,81.9,73,159,45.9,1,50,5,53,0,2,22,751,15,27,3,37,24,23,10,4,22,11,11,22,109,0,1275,471,249,62,17,10,58.8,603,28,21,0,19,9,729,27,3.8,6,345,1,22,22,24,55,93,47,66.4
Leonard Duru,ENG,Blackburn,19,2005,0.0,,Defender,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4,8,215,0,0,0,0,0,0,0,0
Pierre Dwomoh,BEL,Watford,20,2004,1.7,,Midfielder,0,0,0,0,0.00,0.00,42,52,80.8,28,33,84.8,9,12,75.0,2,2,100.0,0,3,1,5,0,0,0,42,1,4,0,2,1,0,2,0,1,0,1,10,1,1,78,50,9,1,3,1,33.3,32,1,0,0,3,4,30,1,18.7,19,1679,0,0,10,1,10,4,5,44.4
Lyndon Dykes,SCO,QPR,29,1995,0.1,,Forward,1,1,1,100.0,15.00,15.00,1,4,25.0,0,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,7,1,2,1,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,2,1,66.7
George Earthy,ENG,Bristol City,20,2004,4.2,Forward,Midfielder,0,3,1,33.3,0.72,0.24,127,151,84.1,67,72,93.1,53,59,89.8,3,8,37.5,0,7,0,8,0,1,5,127,4,4,2,6,1,3,3,0,6,2,4,4,7,0,197,100,66,11,4,1,25.0,121,9,9,1,13,4,133,22,8.8,16,792,0,5,4,1,22,0,2,0.0
Malcolm Ebiowei,ENG,Oxford United,21,2003,0.8,,Midfielder,0,3,2,66.7,3.97,2.65,10,16,62.5,3,3,100.0,6,8,75.0,1,5,20.0,0,1,1,5,0,1,3,10,0,3,0,3,2,2,1,0,1,0,1,1,0,0,35,11,20,4,4,0,0.0,27,4,4,5,5,3,24,7,0,0,0,1,3,1,2,3,0,2,0.0
Festy Ebosele,IRL,Watford,22,2002,6.6,Midfielder,Defender,1,7,1,14.3,1.06,0.15,176,261,67.4,80,102,78.4,77,111,69.4,16,38,42.1,1,13,6,23,1,1,14,176,4,26,2,25,18,10,12,3,6,2,4,1,15,0,360,153,107,19,42,20,47.6,177,22,18,8,9,8,186,34,2.0,2,180,1,14,1,18,36,11,9,55.0
Josh Eccles,ENG,Coventry City,24,2000,16.0,,Midfielder,1,25,5,20.0,1.56,0.31,705,872,80.8,314,355,88.5,299,340,87.9,74,136,54.4,2,117,12,100,4,10,28,705,14,53,2,30,22,12,16,2,25,12,13,17,15,1,1025,644,215,18,10,6,60.0,631,29,27,4,17,19,706,41,0,0,0,0,28,17,22,94,14,9,60.9
George Edmundson,ENG,Middlesbrough,27,1997,14.8,,Defender,1,7,2,28.6,0.47,0.13,884,966,91.5,354,369,95.9,427,451,94.7,85,119,71.4,0,50,0,62,0,2,0,884,5,8,0,14,11,4,8,2,12,8,4,11,58,1,1082,538,46,7,4,2,50.0,666,10,10,1,4,2,787,0,0.2,2,18,2,0,11,11,62,21,19,52.5
Player,,Squad,Ag,Born,90s,,Po,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,1/3,PPA,PrgP,TB,Sw,Crs,Cmp,Blocks,SCA,GCA,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,Pass,Int,Clr,Err,Touches,Mid 3rd,Att 3rd,Att Pen,Att,Succ,Succ%,Carries,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR,90s,MP,Min,Off,Crs,Int,TklW,Recov,Won,Lost,Won%
Joe Edwards,ENG,Plymouth Argyle,34,1990,9.5,,Defender,1,6,4,66.7,0.63,0.42,414,509,81.3,158,175,90.3,212,249,85.1,39,71,54.9,0,31,2,36,0,1,2,414,8,12,1,32,23,17,10,5,20,6,14,11,36,0,639,315,74,8,11,6,54.5,270,8,6,0,10,6,331,15,0.0,1,1,0,2,11,23,46,14,14,50.0
Kyle Edwards,ENG,Oxford United,26,1998,1.5,,Midfielder,0,1,0,0.0,0.68,0.00,34,46,73.9,13,17,76.5,19,23,82.6,1,2,50.0,1,1,1,7,0,0,5,34,3,5,1,2,1,0,0,2,3,3,0,2,2,0,67,22,35,12,4,1,25.0,44,12,5,7,5,2,46,11,8.9,9,800,0,5,2,1,10,2,3,40.0
John Egan,IRL,Burnley,32,1992,0.9,,Defender,0,0,0,0,0.00,0.00,42,45,93.3,9,9,100.0,29,30,96.7,4,6,66.7,0,1,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,2,0,47,21,1,0,0,0,0,29,0,0,0,0,0,40,0,8.5,10,761,0,0,0,0,2,1,1,50.0
CJ Egan-Riley,ENG,Burnley,21,2003,14.1,,Defender,1,8,2,25.0,0.57,0.14,944,1095,86.2,315,337,93.5,540,575,93.9,84,159,52.8,0,63,2,53,1,13,1,944,7,20,0,27,21,19,8,0,14,11,3,10,59,2,1221,578,41,10,2,1,50.0,764,14,4,0,5,2,896,6,5.1,8,455,0,1,10,21,70,28,16,63.6
Callum Elder,AUS,Derby County,29,1995,8.3,,Defender,0,3,0,0.0,0.36,0.00,268,392,68.4,132,150,88.0,104,156,66.7,26,65,40.0,1,16,7,30,0,0,40,268,11,17,2,12,5,8,2,2,10,3,7,8,24,0,469,202,125,3,10,4,40.0,197,17,7,1,5,5,248,23,7.2,8,650,2,40,8,5,18,19,10,65.5
Aidomo Emakhu,IRL,Millwall,21,2003,1.1,,Forward,0,2,0,0.0,1.87,0.00,12,24,50.0,7,8,87.5,4,10,40.0,0,0,0,1,0,2,3,0,0,6,12,2,4,1,5,4,3,1,1,2,0,2,1,1,0,50,15,31,9,6,1,16.7,27,7,4,3,6,1,29,4,6.4,10,578,0,6,1,4,5,0,2,0.0
Lukas Engel,DEN,Middlesbrough,25,1998,2.9,,Defender,0,7,0,0.0,2.42,0.00,137,177,77.4,57,69,82.6,64,77,83.1,16,23,69.6,0,15,7,23,0,2,12,137,3,12,0,5,3,4,1,0,4,1,3,5,3,0,211,87,77,9,2,1,50.0,118,7,4,0,6,1,133,28,0,0,0,0,12,5,3,12,7,2,77.8
Niall Ennis,ENG,Stoke City,25,1999,1.1,Midfielder,Forward,0,2,1,50.0,1.84,0.92,12,18,66.7,9,9,100.0,2,6,33.3,0,0,0,0,0,0,0,0,0,1,12,2,1,0,0,0,0,0,0,0,0,0,0,2,0,29,10,17,4,2,1,50.0,18,1,1,0,6,3,24,9,1.1,7,99,0,1,0,0,3,2,12,14.3
Romain Esse,ENG,Millwall,19,2005,15.6,,Forward,3,18,9,50.0,1.16,0.58,241,377,63.9,120,153,78.4,85,127,66.9,25,55,45.5,1,25,20,52,2,3,42,241,18,50,3,40,26,16,17,7,21,1,20,6,14,0,621,265,271,43,84,37,44.0,391,26,24,11,54,44,416,78,5.9,12,528,5,42,6,26,82,20,37,35.1
Maxime Estève,FRA,Burnley,22,2002,18.9,,Defender,0,0,0,0,0.00,0.00,1254,1375,91.2,360,387,93.0,795,824,96.5,89,139,64.0,0,54,0,63,1,12,4,1254,9,13,1,22,14,15,6,1,22,15,7,17,68,1,1530,715,33,5,2,2,100.0,909,8,4,0,11,1,1099,1,7.7,9,691,0,4,17,14,63,29,24,54.7
Oscar Estupiñan,COL,Hull City,27,1996,1.6,,Forward,1,3,1,33.3,1.84,0.61,12,20,60.0,7,10,70.0,3,4,75.0,1,1,100.0,0,1,0,1,0,0,0,12,0,0,0,0,0,0,0,0,2,0,2,0,4,0,35,18,12,4,0,0,0,11,0,0,0,5,0,17,3,16.0,16,1440,4,0,0,0,4,5,6,45.5
Milan van Ewijk,NED,Coventry City,24,2000,18.9,,Defender,1,13,6,46.2,0.69,0.32,812,1054,77.0,400,456,87.7,332,411,80.8,60,129,46.5,1,63,19,78,1,2,68,812,27,51,3,35,24,16,15,4,12,2,10,22,44,0,1255,587,366,21,31,11,35.5,669,50,41,4,30,11,701,104,7.5,11,674,2,68,22,24,92,17,13,56.7
Malachi Fagan-Walcott,ENG,Cardiff City,22,2002,0.3,,Defender,0,0,0,0,0.00,0.00,9,10,90.0,4,5,80.0,4,4,100.0,1,1,100.0,0,1,0,0,0,0,0,9,0,0,0,1,1,0,1,0,0,0,0,0,1,0,12,4,0,0,0,0,0,8,0,0,0,0,0,7,0,0,0,0,0,0,0,1,1,0,0,0
Akin Famewo,ENG,Sheffield Weds,26,1998,7.1,,Defender,0,1,1,100.0,0.14,0.14,234,308,76.0,92,116,79.3,111,127,87.4,26,54,48.1,1,15,3,14,2,3,0,234,2,4,1,11,9,7,4,0,6,3,3,22,26,0,380,148,10,4,2,1,50.0,177,0,2,0,4,2,201,0,0.1,2,11,0,0,22,9,25,15,10,60.0
Jacob Farrell,AUS,Portsmouth,22,2002,1.0,,Defender,0,1,0,0.0,1.00,0.00,30,42,71.4,15,17,88.2,11,15,73.3,3,7,42.9,0,1,0,1,0,0,2,30,3,1,0,1,1,1,0,0,0,0,0,4,5,0,53,20,8,2,0,0,0,28,2,0,0,1,0,32,4,0.1,3,10,0,2,4,1,4,2,0,100.0
Christian Fassnacht,SUI,Norwich City,31,1993,0.9,Defender,Forward,0,3,1,33.3,3.29,1.10,20,28,71.4,9,15,60.0,9,9,100.0,0,1,0.0,0,3,1,3,0,0,1,20,0,0,0,2,1,1,0,1,1,0,1,0,1,0,39,18,16,4,1,0,0.0,15,0,1,0,2,0,22,8,11.2,14,1012,0,1,0,1,4,1,1,50.0
Tom Fellows,ENG,West Brom,21,2003,13.9,Midfielder,Forward,1,20,4,20.0,1.44,0.29,256,328,78.0,137,149,91.9,103,133,77.4,11,25,44.0,7,3,19,14,1,0,55,256,11,40,9,15,9,5,8,2,13,2,11,4,15,0,477,145,294,56,43,19,44.2,311,70,11,35,33,22,374,146,3.3,14,300,2,55,4,9,18,4,31,11.4
Sam Field,ENG,QPR,26,1998,16.9,Defender,Midfielder,0,13,6,46.2,0.77,0.35,533,667,79.9,249,282,88.3,243,288,84.4,26,61,42.6,0,41,3,52,0,0,3,533,12,25,1,32,15,13,12,7,29,13,16,18,54,0,860,410,127,20,8,4,50.0,385,9,11,2,16,10,477,8,0,0,0,0,3,18,15,80,36,20,64.3
Tegan Finn,,Plymouth Argyle,0,0,0.2,,Midfielder,0,0,0,0,0.00,0.00,2,3,66.7,1,1,100.0,1,1,100.0,0,1,0.0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,3,0,0,1,1,100.0,3,0,0,0,0,1,3,0,12.9,17,1161,0,0,2,0,1,0,0,0
Junior Firpo,DOM,Leeds United,28,1996,13.9,,Defender,1,9,3,33.3,0.65,0.22,730,889,82.1,428,475,90.1,261,307,85.0,24,53,45.3,3,48,14,73,1,3,30,730,28,40,5,37,17,15,15,7,9,3,6,19,37,0,1063,467,375,41,17,6,35.3,524,22,24,7,14,13,682,139,13.0,13,1170,2,30,19,17,54,27,19,58.7
Will Fish,ENG,Cardiff City,21,2003,1.9,,Defender,0,0,0,0,0.00,0.00,58,73,79.5,18,24,75.0,32,35,91.4,8,13,61.5,0,4,0,5,0,0,0,58,0,0,0,2,1,1,1,0,3,3,0,2,7,0,87,44,2,1,1,1,100.0,35,1,0,0,0,0,46,1,0.3,3,29,0,0,2,1,4,6,6,50.0
Kellen Fisher,ENG,Norwich City,20,2004,11.1,Midfielder,Defender,0,5,2,40.0,0.45,0.18,533,621,85.8,322,346,93.1,184,207,88.9,18,37,48.6,1,24,5,23,0,1,10,533,16,19,2,25,19,13,9,3,7,1,6,15,24,0,717,376,106,15,8,5,62.5,398,18,3,4,9,11,458,38,11.0,11,990,1,10,15,19,50,13,5,72.2
Zian Flemming,NED,Burnley,26,1998,6.8,,Forward,1,24,11,45.8,3.51,1.61,64,101,63.4,35,46,76.1,17,31,54.8,7,13,53.8,1,8,4,9,0,0,6,64,1,13,1,8,7,1,6,1,1,0,1,1,4,0,167,71,88,27,4,0,0.0,95,5,4,1,13,7,127,31,18.9,19,1703,3,6,1,7,12,15,11,57.7
